,Unnamed: 0.1,Unnamed: 0,Escala,Referêcia,codibge,Anomalia,Município,SIGLA,AREA,Nome,Porcentagem
235,235,235,Mensal,mar./2022,4105805,-42.04849,Colombo,PR,197.793,Colombo,-42.0%
236,236,236,Mensal,fev./2022,4105805,-69.55043,Colombo,PR,197.793,Colombo,-70.0%
237,237,237,Mensal,jan./2022,4105904,-73.39786,Colorado,PR,407.568,Colorado,-73.0%
238,238,238,Mensal,mar./2022,4105904,-5.0949407,Colorado,PR,407.568,Colorado,-5.0%
239,239,239,Mensal,fev./2022,4105904,-52.827377,Colorado,PR,407.568,Colorado,-53.0%
240,240,240,Mensal,jan./2022,4106001,-72.804924,Congonhinhas,PR,535.963,Congonhinhas,-73.0%
241,241,241,Mensal,mar./2022,4106001,-32.320324,Congonhinhas,PR,535.963,Congonhinhas,-32.0%
242,242,242,Mensal,fev./2022,4106001,-59.873634,Congonhinhas,PR,535.963,Congonhinhas,-60.0%
243,243,243,Mensal,jan./2022,4106100,-69.715965,Conselheiro Mairinck,PR,204.705,Conselheiro Mairinck,-70.0%
244,244,244,Mensal,mar./2022,4106100,-40.154446,Conselheiro Mairinck,PR,204.705,Conselheiro Mairinck,-40.0%
245,245,245,Mensal,fev./2022,4106100,-59.730904,Conselheiro Mairinck,PR,204.705,Conselheiro Mairinck,-60.0%
246,246,246,Mensal,jan./2022,4106209,-93.37247,Contenda,PR,299.037,Contenda,-93.0%
247,247,247,Mensal,mar./2022,4106209,-42.1099,Contenda,PR,299.037,Contenda,-42.0%
248,248,248,Mensal,fev./2022,4106209,-69.18335,Contenda,PR,299.037,Contenda,-69.0%
249,249,249,Mensal,jan./2022,4106308,-63.48677,Corbélia,PR,529.137,Corbelia,-63.0%
250,250,250,Mensal,mar./2022,4106308,-21.715115,Corbélia,PR,529.137,Corbelia,-22.0%
251,251,251,Mensal,fev./2022,4106308,-46.96025,Corbélia,PR,529.137,Corbelia,-47.0%
252,252,252,Mensal,jan./2022,4106407,-70.78107,Cornélio Procópio,PR,635.1,Cornelio Procopio,-71.0%
253,253,253,Mensal,mar./2022,4106407,-18.189333,Cornélio Procópio,PR,635.1,Cornelio Procopio,-18.0%
254,254,254,Mensal,fev./2022,4106407,-45.10711,Cornélio Procópio,PR,635.1,Cornelio Procopio,-45.0%
255,255,255,Mensal,jan./2022,4106456,-79.72914,Coronel Domingos Soares,PR,1562.848,Coronel Domingos Soares,-80.0%
256,256,256,Mensal,mar./2022,4106456,-17.156042,Coronel Domingos Soares,PR,1562.848,Coronel Domingos Soares,-17.0%
257,257,257,Mensal,fev./2022,4106456,-47.489136,Coronel Domingos Soares,PR,1562.848,Coronel Domingos Soares,-47.0%
258,258,258,Mensal,jan./2022,4106506,-80.52681,Coronel Vivida,PR,684.417,Coronel Vivida,-81.0%
259,259,259,Mensal,mar./2022,4106506,-8.109058,Coronel Vivida,PR,684.417,Coronel Vivida,-8.0%
260,260,260,Mensal,fev./2022,4106506,-22.3441,Coronel Vivida,PR,684.417,Coronel Vivida,-22.0%
261,261,261,Mensal,jan./2022,4106555,-71.412865,Corumbataí do Sul,PR,164.341,Corumbatai Do Sul,-71.0%
262,262,262,Mensal,mar./2022,4106555,55.654198,Corumbataí do Sul,PR,164.341,Corumbatai Do Sul,56.0%
263,263,263,Mensal,fev./2022,4106555,-53.22562,Corumbataí do Sul,PR,164.341,Corumbatai Do Sul,-53.0%
264,264,264,Mensal,jan./2022,4106571,-74.381546,Cruzeiro do Iguaçu,PR,161.862,Cruzeiro Do Iguacu,-74.0%
265,265,265,Mensal,mar./2022,4106571,-9.8986025,Cruzeiro do Iguaçu,PR,161.862,Cruzeiro Do Iguacu,-10.0%
266,266,266,Mensal,fev./2022,4106571,-19.509565,Cruzeiro do Iguaçu,PR,161.862,Cruzeiro Do Iguacu,-20.0%
267,267,267,Mensal,jan./2022,4106605,-87.68593,Cruzeiro do Oeste,PR,775.984,Cruzeiro Do Oeste,-88.0%
268,268,268,Mensal,mar./2022,4106605,-26.947214,Cruzeiro do Oeste,PR,775.984,Cruzeiro Do Oeste,-27.0%
269,269,269,Mensal,fev./2022,4106605,-48.348698,Cruzeiro do Oeste,PR,775.984,Cruzeiro Do Oeste,-48.0%
270,270,270,Mensal,jan./2022,4106704,-73.73607,Cruzeiro do Sul,PR,259.103,Cruzeiro Do Sul,-74.0%
271,271,271,Mensal,mar./2022,4106704,-12.481692,Cruzeiro do Sul,PR,259.103,Cruzeiro Do Sul,-12.0%
272,272,272,Mensal,fev./2022,4106704,-56.351086,Cruzeiro do Sul,PR,259.103,Cruzeiro Do Sul,-56.0%
273,273,273,Mensal,jan./2022,4106803,-90.01387,Cruz Machado,PR,1478.35,Cruz Machado,-90.0%
274,274,274,Mensal,mar./2022,4106803,1.4502219,Cruz Machado,PR,1478.35,Cruz Machado,1.0%
275,275,275,Mensal,fev./2022,4106803,-37.37796,Cruz Machado,PR,1478.35,Cruz Machado,-37.0%
276,276,276,Mensal,jan./2022,4106852,-81.42278,Cruzmaltina,PR,312.299,Cruzmaltina,-81.0%
277,277,277,Mensal,mar./2022,4106852,-5.312875,Cruzmaltina,PR,312.299,Cruzmaltina,-5.0%
278,278,278,Mensal,fev./2022,4106852,-49.235016,Cruzmaltina,PR,312.299,Cruzmaltina,-49.0%
279,279,279,Mensal,jan./2022,4106902,-89.854675,Curitiba,PR,434.892,Curitiba,-90.0%
280,280,280,Mensal,mar./2022,4106902,-35.943443,Curitiba,PR,434.892,Curitiba,-36.0%
281,281,281,Mensal,fev./2022,4106902,-61.942135,Curitiba,PR,434.892,Curitiba,-62.0%
282,282,282,Mensal,jan./2022,4107009,-73.51633,Curiúva,PR,576.263,Curiuva,-74.0%
283,283,283,Mensal,mar./2022,4107009,-21.716646,Curiúva,PR,576.263,Curiuva,-22.0%
284,284,284,Mensal,fev./2022,4107009,-59.7241,Curiúva,PR,576.263,Curiuva,-60.0%
285,285,285,Mensal,jan./2022,4107108,-66.439255,Diamante do Norte,PR,242.887,Diamante Do Norte,-66.0%
286,286,286,Mensal,mar./2022,4107108,-40.065487,Diamante do Norte,PR,242.887,Diamante Do Norte,-40.0%
287,287,287,Mensal,fev./2022,4107108,-27.15016,Diamante do Norte,PR,242.887,Diamante Do Norte,-27.0%
288,288,288,Mensal,jan./2022,4107124,-50.367348,Diamante do Sul,PR,347.233,Diamante Do Sul,-50.0%
289,289,289,Mensal,mar./2022,4107124,4.778122,Diamante do Sul,PR,347.233,Diamante Do Sul,5.0%
290,290,290,Mensal,fev./2022,4107124,-32.813766,Diamante do Sul,PR,347.233,Diamante Do Sul,-33.0%
291,291,291,Mensal,jan./2022,4107157,-60.304035,Diamante Do Oeste,PR,309.11,Diamante Do Oeste,-60.0%
292,292,292,Mensal,mar./2022,4107157,-35.18293,Diamante Do Oeste,PR,309.11,Diamante Do Oeste,-35.0%
293,293,293,Mensal,fev./2022,4107157,-32.383694,Diamante Do Oeste,PR,309.11,Diamante Do Oeste,-32.0%
294,294,294,Mensal,jan./2022,4107207,-79.85552,Dois Vizinhos,PR,418.648,Dois Vizinhos,-80.0%
295,295,295,Mensal,mar./2022,4107207,-5.979261,Dois Vizinhos,PR,418.648,Dois Vizinhos,-6.0%
296,296,296,Mensal,fev./2022,4107207,-29.099897,Dois Vizinhos,PR,418.648,Dois Vizinhos,-29.0%
297,297,297,Mensal,jan./2022,4107256,-79.4067,Douradina,PR,419.853,Douradina,-79.0%
298,298,298,Mensal,mar./2022,4107256,-44.893215,Douradina,PR,419.853,Douradina,-45.0%
299,299,299,Mensal,fev./2022,4107256,-46.215816,Douradina,PR,419.853,Douradina,-46.0%
300,300,300,Mensal,jan./2022,4107306,-78.49765,Doutor Camargo,PR,118.279,Doutor Camargo,-78.0%
301,301,301,Mensal,mar./2022,4107306,5.959432,Doutor Camargo,PR,118.279,Doutor Camargo,6.0%
302,302,302,Mensal,fev./2022,4107306,-64.37729,Doutor Camargo,PR,118.279,Doutor Camargo,-64.0%
303,303,303,Mensal,jan./2022,4107405,-69.72922,Enéas Marques,PR,192.203,Eneas Marques,-70.0%
304,304,304,Mensal,mar./2022,4107405,4.0510144,Enéas Marques,PR,192.203,Eneas Marques,4.0%
305,305,305,Mensal,fev./2022,4107405,-25.823404,Enéas Marques,PR,192.203,Eneas Marques,-26.0%
306,306,306,Mensal,jan./2022,4107504,-77.768456,Engenheiro Beltrão,PR,467.47,Engenheiro Beltrao,-78.0%
307,307,307,Mensal,mar./2022,4107504,15.319408,Engenheiro Beltrão,PR,467.47,Engenheiro Beltrao,15.0%
308,308,308,Mensal,fev./2022,4107504,-62.80533,Engenheiro Beltrão,PR,467.47,Engenheiro Beltrao,-63.0%
309,309,309,Mensal,jan./2022,4107520,-81.2876,Esperança Nova,PR,138.56,Esperanca Nova,-81.0%
310,310,310,Mensal,mar./2022,4107520,-9.1868,Esperança Nova,PR,138.56,Esperanca Nova,-9.0%
311,311,311,Mensal,fev./2022,4107520,-63.598026,Esperança Nova,PR,138.56,Esperanca Nova,-64.0%
312,312,312,Mensal,jan./2022,4107538,-49.347466,Entre Rios do Oeste,PR,120.967,Entre Rios Do Oeste,-49.0%
313,313,313,Mensal,mar./2022,4107538,-32.283463,Entre Rios do Oeste,PR,120.967,Entre Rios Do Oeste,-32.0%
314,314,314,Mensal,fev./2022,4107538,-14.108029,Entre Rios do Oeste,PR,120.967,Entre Rios Do Oeste,-14.0%
315,315,315,Mensal,jan./2022,4107546,-60.995724,Espigão Alto do Iguaçu,PR,326.44,Espigao Alto Do Iguacu,-61.0%
316,316,316,Mensal,mar./2022,4107546,36.663692,Espigão Alto do Iguaçu,PR,326.44,Espigao Alto Do Iguacu,37.0%
317,317,317,Mensal,fev./2022,4107546,-31.19047,Espigão Alto do Iguaçu,PR,326.44,Espigao Alto Do Iguacu,-31.0%
318,318,318,Mensal,jan./2022,4107553,-80.37731,Farol,PR,289.232,Farol,-80.0%
319,319,319,Mensal,mar./2022,4107553,-22.723167,Farol,PR,289.232,Farol,-23.0%
320,320,320,Mensal,fev./2022,4107553,-56.850872,Farol,PR,289.232,Farol,-57.0%
321,321,321,Mensal,jan./2022,4107603,-81.27574,Faxinal,PR,715.943,Faxinal,-81.0%
322,322,322,Mensal,mar./2022,4107603,-16.3369,Faxinal,PR,715.943,Faxinal,-16.0%
323,323,323,Mensal,fev./2022,4107603,-57.29897,Faxinal,PR,715.943,Faxinal,-57.0%
324,324,324,Mensal,jan./2022,4107652,-93.25292,Fazenda Rio Grande,PR,116.678,Fazenda Rio Grande,-93.0%
325,325,325,Mensal,mar./2022,4107652,-35.44855,Fazenda Rio Grande,PR,116.678,Fazenda Rio Grande,-35.0%
326,326,326,Mensal,fev./2022,4107652,-77.91623,Fazenda Rio Grande,PR,116.678,Fazenda Rio Grande,-78.0%
327,327,327,Mensal,jan./2022,4107702,-73.720665,Fênix,PR,234.099,Fenix,-74.0%
328,328,328,Mensal,mar./2022,4107702,42.21427,Fênix,PR,234.099,Fenix,42.0%
329,329,329,Mensal,fev./2022,4107702,-53.310482,Fênix,PR,234.099,Fenix,-53.0%
330,330,330,Mensal,jan./2022,4107736,-83.753365,Fernandes Pinheiro,PR,406.5,Fernandes Pinheiro,-84.0%
331,331,331,Mensal,mar./2022,4107736,-50.292503,Fernandes Pinheiro,PR,406.5,Fernandes Pinheiro,-50.0%
332,332,332,Mensal,fev./2022,4107736,-61.370132,Fernandes Pinheiro,PR,406.5,Fernandes Pinheiro,-61.0%
333,333,333,Mensal,jan./2022,4107751,-72.98173,Figueira,PR,129.769,Figueira,-73.0%
334,334,334,Mensal,mar./2022,4107751,-21.122963,Figueira,PR,129.769,Figueira,-21.0%
335,335,335,Mensal,fev./2022,4107751,-60.802162,Figueira,PR,129.769,Figueira,-61.0%
336,336,336,Mensal,jan./2022,4107801,-80.956566,Floraí,PR,191.133,Florai,-81.0%
337,337,337,Mensal,mar./2022,4107801,-14.7167845,Floraí,PR,191.133,Florai,-15.0%
338,338,338,Mensal,fev./2022,4107801,-67.743195,Floraí,PR,191.133,Florai,-68.0%
339,339,339,Mensal,jan./2022,4107850,-69.270935,Flor da Serra do Sul,PR,238.907,Flor Da Serra Do Sul,-69.0%
340,340,340,Mensal,mar./2022,4107850,-2.5321436,Flor da Serra do Sul,PR,238.907,Flor Da Serra Do Sul,-3.0%
341,341,341,Mensal,fev./2022,4107850,-31.12488,Flor da Serra do Sul,PR,238.907,Flor Da Serra Do Sul,-31.0%
342,342,342,Mensal,jan./2022,4107900,-77.35045,Floresta,PR,158.226,Floresta,-77.0%
343,343,343,Mensal,mar./2022,4107900,22.706028,Floresta,PR,158.226,Floresta,23.0%
344,344,344,Mensal,fev./2022,4107900,-60.241817,Floresta,PR,158.226,Floresta,-60.0%
345,345,345,Mensal,jan./2022,4108007,-73.394165,Florestópolis,PR,246.331,Florestopolis,-73.0%
346,346,346,Mensal,mar./2022,4108007,-4.868948,Florestópolis,PR,246.331,Florestopolis,-5.0%
347,347,347,Mensal,fev./2022,4108007,-43.13926,Florestópolis,PR,246.331,Florestopolis,-43.0%
348,348,348,Mensal,jan./2022,4108106,-77.69723,Flórida,PR,83.046,Florida,-78.0%
349,349,349,Mensal,mar./2022,4108106,18.024649,Flórida,PR,83.046,Florida,18.0%
350,350,350,Mensal,fev./2022,4108106,-49.888123,Flórida,PR,83.046,Florida,-50.0%
351,351,351,Mensal,jan./2022,4108205,-64.9954,Formosa do Oeste,PR,275.712,Formosa Do Oeste,-65.0%
352,352,352,Mensal,mar./2022,4108205,11.072868,Formosa do Oeste,PR,275.712,Formosa Do Oeste,11.0%
353,353,353,Mensal,fev./2022,4108205,-41.178604,Formosa do Oeste,PR,275.712,Formosa Do Oeste,-41.0%
354,354,354,Mensal,jan./2022,4108304,-62.65819,Foz do Iguaçu,PR,618.057,Foz Do Iguacu,-63.0%
355,355,355,Mensal,mar./2022,4108304,-10.243477,Foz do Iguaçu,PR,618.057,Foz Do Iguacu,-10.0%
356,356,356,Mensal,fev./2022,4108304,-47.563667,Foz do Iguaçu,PR,618.057,Foz Do Iguacu,-48.0%
357,357,357,Mensal,jan./2022,4108320,-72.25874,Francisco Alves,PR,321.898,Francisco Alves,-72.0%
358,358,358,Mensal,mar./2022,4108320,15.01355,Francisco Alves,PR,321.898,Francisco Alves,15.0%
359,359,359,Mensal,fev./2022,4108320,-56.48375,Francisco Alves,PR,321.898,Francisco Alves,-56.0%
360,360,360,Mensal,jan./2022,4108403,-74.17679,Francisco Beltrão,PR,735.111,Francisco Beltrao,-74.0%
361,361,361,Mensal,mar./2022,4108403,-15.976936,Francisco Beltrão,PR,735.111,Francisco Beltrao,-16.0%
362,362,362,Mensal,fev./2022,4108403,-39.960155,Francisco Beltrão,PR,735.111,Francisco Beltrao,-40.0%
363,363,363,Mensal,jan./2022,4108452,-85.16341,Foz do Jordão,PR,235.382,Foz Do Jordao,-85.0%
364,364,364,Mensal,mar./2022,4108452,-23.933964,Foz do Jordão,PR,235.382,Foz Do Jordao,-24.0%
365,365,365,Mensal,fev./2022,4108452,-39.719494,Foz do Jordão,PR,235.382,Foz Do Jordao,-40.0%
366,366,366,Mensal,jan./2022,4108502,-49.62349,General Carneiro,PR,1071.183,General Carneiro,-50.0%
367,367,367,Mensal,mar./2022,4108502,-19.851591,General Carneiro,PR,1071.183,General Carneiro,-20.0%
368,368,368,Mensal,fev./2022,4108502,-18.763948,General Carneiro,PR,1071.183,General Carneiro,-19.0%
369,369,369,Mensal,jan./2022,4108551,-69.77793,Godoy Moreira,PR,131.012,Godoy Moreira,-70.0%
370,370,370,Mensal,mar./2022,4108551,35.88541,Godoy Moreira,PR,131.012,Godoy Moreira,36.0%
371,371,371,Mensal,fev./2022,4108551,-53.54312,Godoy Moreira,PR,131.012,Godoy Moreira,-54.0%
372,372,372,Mensal,jan./2022,4108601,-77.52316,Goioerê,PR,564.163,Goioere,-78.0%
373,373,373,Mensal,mar./2022,4108601,-1.7804152,Goioerê,PR,564.163,Goioere,-2.0%
374,374,374,Mensal,fev./2022,4108601,-52.29799,Goioerê,PR,564.163,Goioere,-52.0%
375,375,375,Mensal,jan./2022,4108650,-71.1076,Goioxim,PR,702.471,Goioxim,-71.0%
376,376,376,Mensal,mar./2022,4108650,10.051551,Goioxim,PR,702.471,Goioxim,10.0%
377,377,377,Mensal,fev./2022,4108650,-39.522617,Goioxim,PR,702.471,Goioxim,-40.0%
378,378,378,Mensal,jan./2022,4108700,-75.722984,Grandes Rios,PR,314.198,Grandes Rios,-76.0%
379,379,379,Mensal,mar./2022,4108700,-9.83515,Grandes Rios,PR,314.198,Grandes Rios,-10.0%
380,380,380,Mensal,fev./2022,4108700,-53.608814,Grandes Rios,PR,314.198,Grandes Rios,-54.0%
381,381,381,Mensal,jan./2022,4108809,-54.047634,Guaíra,PR,563.742,Guaira,-54.0%
382,382,382,Mensal,mar./2022,4108809,31.012146,Guaíra,PR,563.742,Guaira,31.0%
383,383,383,Mensal,fev./2022,4108809,-32.224762,Guaíra,PR,563.742,Guaira,-32.0%
384,384,384,Mensal,jan./2022,4108908,-67.78426,Guairaçá,PR,493.94,Guairaca,-68.0%
385,385,385,Mensal,mar./2022,4108908,-32.79268,Guairaçá,PR,493.94,Guairaca,-33.0%
386,386,386,Mensal,fev./2022,4108908,-49.281094,Guairaçá,PR,493.94,Guairaca,-49.0%
387,387,387,Mensal,jan./2022,4108957,-87.28394,Guamiranga,PR,244.795,Guamiranga,-87.0%
388,388,388,Mensal,mar./2022,4108957,-38.522682,Guamiranga,PR,244.795,Guamiranga,-39.0%
389,389,389,Mensal,fev./2022,4108957,-70.257324,Guamiranga,PR,244.795,Guamiranga,-70.0%
390,390,390,Mensal,jan./2022,4109005,-73.17264,Guapirama,PR,189.1,Guapirama,-73.0%
391,391,391,Mensal,mar./2022,4109005,-43.334934,Guapirama,PR,189.1,Guapirama,-43.0%
392,392,392,Mensal,fev./2022,4109005,-63.28824,Guapirama,PR,189.1,Guapirama,-63.0%
393,393,393,Mensal,jan./2022,4109104,-82.56079,Guaporema,PR,201.15,Guaporema,-83.0%
394,394,394,Mensal,mar./2022,4109104,-56.99559,Guaporema,PR,201.15,Guaporema,-57.0%
395,395,395,Mensal,fev./2022,4109104,-63.439945,Guaporema,PR,201.15,Guaporema,-63.0%
396,396,396,Mensal,jan./2022,4109203,-72.23954,Guaraci,PR,211.68,Guaraci,-72.0%
397,397,397,Mensal,mar./2022,4109203,-2.7788918,Guaraci,PR,211.68,Guaraci,-3.0%
398,398,398,Mensal,fev./2022,4109203,-34.9205,Guaraci,PR,211.68,Guaraci,-35.0%
399,399,399,Mensal,jan./2022,4109302,-57.505283,Guaraniaçu,PR,1238.32,Guaraniacu,-58.0%
400,400,400,Mensal,mar./2022,4109302,16.783438,Guaraniaçu,PR,1238.32,Guaraniacu,17.0%
401,401,401,Mensal,fev./2022,4109302,-33.50011,Guaraniaçu,PR,1238.32,Guaraniacu,-34.0%
402,402,402,Mensal,jan./2022,4109401,-85.619896,Guarapuava,PR,3168.087,Guarapuava,-86.0%
403,403,403,Mensal,mar./2022,4109401,-7.123213,Guarapuava,PR,3168.087,Guarapuava,-7.0%
404,404,404,Mensal,fev./2022,4109401,-31.538876,Guarapuava,PR,3168.087,Guarapuava,-32.0%
405,405,405,Mensal,jan./2022,4109500,-77.53618,Guaraqueçaba,PR,2017.03,Guaraquecaba,-78.0%
406,406,406,Mensal,mar./2022,4109500,-45.220768,Guaraqueçaba,PR,2017.03,Guaraquecaba,-45.0%
407,407,407,Mensal,fev./2022,4109500,-69.69206,Guaraqueçaba,PR,2017.03,Guaraquecaba,-70.0%
408,408,408,Mensal,jan./2022,4109609,-78.87105,Guaratuba,PR,1326.67,Guaratuba,-79.0%
409,409,409,Mensal,mar./2022,4109609,-37.49065,Guaratuba,PR,1326.67,Guaratuba,-37.0%
410,410,410,Mensal,fev./2022,4109609,-65.32465,Guaratuba,PR,1326.67,Guaratuba,-65.0%
411,411,411,Mensal,jan./2022,4109658,-80.956764,Honório Serpa,PR,502.235,Honorio Serpa,-81.0%
412,412,412,Mensal,mar./2022,4109658,-8.532851,Honório Serpa,PR,502.235,Honorio Serpa,-9.0%
413,413,413,Mensal,fev./2022,4109658,-22.729929,Honório Serpa,PR,502.235,Honorio Serpa,-23.0%
414,414,414,Mensal,jan./2022,4109708,-72.51024,Ibaiti,PR,898.221,Ibaiti,-73.0%
415,415,415,Mensal,mar./2022,4109708,-32.226933,Ibaiti,PR,898.221,Ibaiti,-32.0%
416,416,416,Mensal,fev./2022,4109708,-59.75708,Ibaiti,PR,898.221,Ibaiti,-60.0%
417,417,417,Mensal,jan./2022,4109757,-59.461998,Ibema,PR,145.446,Ibema,-59.0%
418,418,418,Mensal,mar./2022,4109757,48.05629,Ibema,PR,145.446,Ibema,48.0%
419,419,419,Mensal,fev./2022,4109757,-30.779514,Ibema,PR,145.446,Ibema,-31.0%
420,420,420,Mensal,jan./2022,4109807,-79.02184,Ibiporã,PR,297.742,Ibipora,-79.0%
421,421,421,Mensal,mar./2022,4109807,-17.474306,Ibiporã,PR,297.742,Ibipora,-17.0%
422,422,422,Mensal,fev./2022,4109807,-55.821438,Ibiporã,PR,297.742,Ibipora,-56.0%
423,423,423,Mensal,jan./2022,4109906,-75.43533,Icaraíma,PR,675.24,Icaraima,-75.0%
424,424,424,Mensal,mar./2022,4109906,6.7342477,Icaraíma,PR,675.24,Icaraima,7.0%
425,425,425,Mensal,fev./2022,4109906,-45.070168,Icaraíma,PR,675.24,Icaraima,-45.0%
426,426,426,Mensal,jan./2022,4110003,-80.78493,Iguaraçu,PR,164.983,Iguaracu,-81.0%
427,427,427,Mensal,mar./2022,4110003,46.292507,Iguaraçu,PR,164.983,Iguaracu,46.0%
428,428,428,Mensal,fev./2022,4110003,-47.199345,Iguaraçu,PR,164.983,Iguaracu,-47.0%
429,429,429,Mensal,jan./2022,4110052,-63.02893,Iguatu,PR,106.937,Iguatu,-63.0%
430,430,430,Mensal,mar./2022,4110052,-18.215195,Iguatu,PR,106.937,Iguatu,-18.0%
431,431,431,Mensal,fev./2022,4110052,-47.598915,Iguatu,PR,106.937,Iguatu,-48.0%
432,432,432,Mensal,jan./2022,4110078,-86.153244,Imbaú,PR,330.703,Imbau,-86.0%
433,433,433,Mensal,mar./2022,4110078,-25.679678,Imbaú,PR,330.703,Imbau,-26.0%
434,434,434,Mensal,fev./2022,4110078,-70.047325,Imbaú,PR,330.703,Imbau,-70.0%
435,435,435,Mensal,jan./2022,4110102,-85.92331,Imbituva,PR,756.5349999999999,Imbituva,-86.0%
436,436,436,Mensal,mar./2022,4110102,-48.212265,Imbituva,PR,756.5349999999999,Imbituva,-48.0%
437,437,437,Mensal,fev./2022,4110102,-66.56049,Imbituva,PR,756.5349999999999,Imbituva,-67.0%
438,438,438,Mensal,jan./2022,4110201,-83.34704,Inácio Martins,PR,936.208,Inacio Martins,-83.0%
439,439,439,Mensal,mar./2022,4110201,-10.115292,Inácio Martins,PR,936.208,Inacio Martins,-10.0%
440,440,440,Mensal,fev./2022,4110201,-28.116938,Inácio Martins,PR,936.208,Inacio Martins,-28.0%
441,441,441,Mensal,jan./2022,4110300,-71.03065,Inajá,PR,194.704,Inaja,-71.0%
442,442,442,Mensal,mar./2022,4110300,-26.776182,Inajá,PR,194.704,Inaja,-27.0%
443,443,443,Mensal,fev./2022,4110300,-54.194973,Inajá,PR,194.704,Inaja,-54.0%
444,444,444,Mensal,jan./2022,4110409,-91.65942,Indianópolis,PR,122.622,Indianopolis,-92.0%
445,445,445,Mensal,mar./2022,4110409,-60.042656,Indianópolis,PR,122.622,Indianopolis,-60.0%
446,446,446,Mensal,fev./2022,4110409,-81.618126,Indianópolis,PR,122.622,Indianopolis,-82.0%
447,447,447,Mensal,jan./2022,4110508,-85.82691,Ipiranga,PR,927.087,Ipiranga,-86.0%
448,448,448,Mensal,mar./2022,4110508,-29.918272,Ipiranga,PR,927.087,Ipiranga,-30.0%
449,449,449,Mensal,fev./2022,4110508,-68.56257,Ipiranga,PR,927.087,Ipiranga,-69.0%
450,450,450,Mensal,jan./2022,4110607,-75.78768,Iporã,PR,647.894,Ipora,-76.0%
451,451,451,Mensal,mar./2022,4110607,-22.139715,Iporã,PR,647.894,Ipora,-22.0%
452,452,452,Mensal,fev./2022,4110607,-56.55191,Iporã,PR,647.894,Ipora,-57.0%
453,453,453,Mensal,jan./2022,4110656,-62.978027,Iracema do Oeste,PR,81.53799999999998,Iracema Do Oeste,-63.0%
454,454,454,Mensal,mar./2022,4110656,-14.476996,Iracema do Oeste,PR,81.53799999999998,Iracema Do Oeste,-14.0%
455,455,455,Mensal,fev./2022,4110656,-36.891457,Iracema do Oeste,PR,81.53799999999998,Iracema Do Oeste,-37.0%
456,456,456,Mensal,jan./2022,4110706,-79.44316,Irati,PR,999.517,Irati,-79.0%
457,457,457,Mensal,mar./2022,4110706,-30.64515,Irati,PR,999.517,Irati,-31.0%
458,458,458,Mensal,fev./2022,4110706,-39.06265,Irati,PR,999.517,Irati,-39.0%
459,459,459,Mensal,jan./2022,4110805,-69.47815,Iretama,PR,570.459,Iretama,-69.0%
460,460,460,Mensal,mar./2022,4110805,5.20486,Iretama,PR,570.459,Iretama,5.0%
461,461,461,Mensal,fev./2022,4110805,-54.758373,Iretama,PR,570.459,Iretama,-55.0%
462,462,462,Mensal,jan./2022,4110904,-70.54191,Itaguajé,PR,194.353,Itaguaje,-71.0%
463,463,463,Mensal,mar./2022,4110904,-1.0433705,Itaguajé,PR,194.353,Itaguaje,-1.0%
464,464,464,Mensal,fev./2022,4110904,-55.330757,Itaguajé,PR,194.353,Itaguaje,-55.0%
465,465,465,Mensal,jan./2022,4110953,-63.13248,Itaipulândia,PR,330.846,Itaipulandia,-63.0%
466,466,466,Mensal,mar./2022,4110953,-16.900126,Itaipulândia,PR,330.846,Itaipulandia,-17.0%
467,467,467,Mensal,fev./2022,4110953,-42.957977,Itaipulândia,PR,330.846,Itaipulandia,-43.0%
468,468,468,Mensal,jan./2022,4111001,-79.04286,Itambaracá,PR,207.342,Itambaraca,-79.0%
469,469,469,Mensal,mar./2022,4111001,-10.688176,Itambaracá,PR,207.342,Itambaraca,-11.0%
470,470,470,Mensal,fev./2022,4111001,-60.689106,Itambaracá,PR,207.342,Itambaraca,-61.0%
471,471,471,Mensal,jan./2022,4111100,-77.58659,Itambé,PR,243.822,Itambe,-78.0%
472,472,472,Mensal,mar./2022,4111100,15.479914,Itambé,PR,243.822,Itambe,15.0%
473,473,473,Mensal,fev./2022,4111100,-59.45213,Itambé,PR,243.822,Itambe,-59.0%
474,474,474,Mensal,jan./2022,4111209,-77.30397,Itapejara Do Oeste,PR,254.014,Itapejara Do Oeste,-77.0%
475,475,475,Mensal,mar./2022,4111209,-12.576754,Itapejara Do Oeste,PR,254.014,Itapejara Do Oeste,-13.0%
476,476,476,Mensal,fev./2022,4111209,-28.949644,Itapejara Do Oeste,PR,254.014,Itapejara Do Oeste,-29.0%
477,477,477,Mensal,jan./2022,4111258,-83.62074,Itaperuçu,PR,320.578,Itaperucu,-84.0%
478,478,478,Mensal,mar./2022,4111258,-16.807491,Itaperuçu,PR,320.578,Itaperucu,-17.0%
479,479,479,Mensal,fev./2022,4111258,-53.581688,Itaperuçu,PR,320.578,Itaperucu,-54.0%
480,480,480,Mensal,jan./2022,4111308,-67.32376,Itaúna do Sul,PR,128.87,Itauna Do Sul,-67.0%
481,481,481,Mensal,mar./2022,4111308,-43.46367,Itaúna do Sul,PR,128.87,Itauna Do Sul,-43.0%
482,482,482,Mensal,fev./2022,4111308,-34.331543,Itaúna do Sul,PR,128.87,Itauna Do Sul,-34.0%
